1	20180803	100.0	3
3	20180803	100.0	7
4	20180803	100.0	2
5	20180803	100.0	2
6	20180803	0.0	0
7	20180803	100.0	36
9	20180803	0.0	0
10	20180803	100.0	1
11	20180803	0.0	0
12	20180803	100.0	1
14	20180803	200.0	150
19	20180803	100.0	10
24	20180803	1050.0	2226
30	20180803	0.0	0
34	20180803	100.0	2
35	20180803	100.0	1
36	20180803	0.0	0
37	20180803	657.0	234
38	20180803	100.0	8
39	20180803	103.0	551
41	20180803	100.0	1
42	20180803	100.0	1
46	20180803	100.0	15
49	20180803	100.0	26
51	20180803	120.0	2
69	20180803	0.0	0
70	20180803	100.0	6
71	20180803	500.0	1
77	20180803	100.0	1
79	20180803	100.0	2
83	20180803	100.0	15
87	20180803	0.0	0
98	20180803	100.0	75
102	20180803	100.0	2
123	20180803	100.0	1
131	20180803	100.0	27
139	20180803	500.0	6
142	20180803	367.0	557
144	20180803	100.0	4
161	20180803	0.0	0
163	20180803	142.0	833
164	20180803	100.0	1123
166	20180803	100.0	3
167	20180803	0.0	0
169	20180803	100.0	2
170	20180803	100.0	17
173	20180803	100.0	114
180	20180803	0.0	0
182	20180803	100.0	3
183	20180803	100.0	123
184	20180803	252.0	505
186	20180803	100.0	41
187	20180803	100.0	1006
194	20180803	32034762.0	895
196	20180803	969.0	16992
198	20180803	100.0	125
199	20180803	0.0	0
202	20180803	100.0	77
210	20180803	100.0	14
212	20180803	100.0	23
213	20180803	160.0	13
214	20180803	160.0	19
215	20180803	420.0	171
218	20180803	150.0	5
220	20180803	100.0	5
224	20180803	100.0	13
230	20180803	120.0	23
237	20180803	100.0	1237
238	20180803	115.0	13452
239	20180803	160.0	8
240	20180803	160.0	10
241	20180803	180.0	8
245	20180803	100.0	67
250	20180803	0.0	0
259	20180803	100.0	2
262	20180803	100.0	35
263	20180803	100.0	28
265	20180803	100.0	22
267	20180803	100.0	5
269	20180803	100.0	4
279	20180803	300.0	2
280	20180803	143.0	23
285	20180803	0.0	0
286	20180803	0.0	0
290	20180803	3849.0	3
293	20180803	544.0	700
294	20180803	100.0	49
296	20180803	100.0	3
304	20180803	451.0	20506
305	20180803	100.0	3
306	20180803	100.0	4
307	20180803	100.0	31
308	20180803	130.0	2
309	20180803	130.0	4
310	20180803	130.0	3
312	20180803	0.0	0
313	20180803	220.0	76
328	20180803	100.0	2084
329	20180803	0.0	0
330	20180803	1850.0	18047
338	20180803	500.0	15
346	20180803	985.0	36754
348	20180803	180.0	4
349	20180803	128.0	2
350	20180803	100.0	1
352	20180803	150.0	3
353	20180803	134.0	39
354	20180803	180.0	5
355	20180803	220.0	17902
356	20180803	220.0	8
360	20180803	180.0	5
361	20180803	180.0	3
362	20180803	180.0	46
363	20180803	195.0	193
364	20180803	244.0	262
365	20180803	562.0	227
366	20180803	0.0	0
367	20180803	0.0	0
373	20180803	0.0	0
378	20180803	0.0	0
379	20180803	59000.0	1
380	20180803	210.0	1
383	20180803	500.0	1
386	20180803	885.0	6
388	20180803	184.0	3667
399	20180803	210.0	8
402	20180803	180.0	16
403	20180803	515.0	124
404	20180803	210.0	48
406	20180803	100.0	1
410	20180803	160.0	2
413	20180803	357.0	65
414	20180803	190.0	18
415	20180803	200.0	1
416	20180803	0.0	0
427	20180803	409.0	236
428	20180803	605.0	16
430	20180803	120.0	2
431	20180803	120.0	9
432	20180803	120.0	517
434	20180803	120.0	1
448	20180803	100.0	8
449	20180803	100.0	15
455	20180803	1758.0	660
460	20180803	107.0	1786
461	20180803	444.0	1352
462	20180803	100.0	539
463	20180803	100.0	1538
465	20180803	1493.0	48
468	20180803	100.0	26
470	20180803	100.0	6
471	20180803	100.0	58
472	20180803	190.0	1
473	20180803	130.0	59
474	20180803	100.0	149
475	20180803	0.0	0
487	20180803	100.0	14
488	20180803	100.0	13
489	20180803	310.0	2
490	20180803	297.0	405
491	20180803	250.0	43
492	20180803	303.0	302
493	20180803	240.0	3
494	20180803	230.0	82
495	20180803	0.0	0
496	20180803	0.0	0
497	20180803	236.0	3
498	20180803	151.0	262
499	20180803	0.0	0
500	20180803	11581.0	55
507	20180803	1256.0	7
508	20180803	1306.0	4
521	20180803	0.0	0
531	20180803	5000.0	1
537	20180803	104.0	11
538	20180803	260.0	1
540	20180803	108.0	4
541	20180803	240.0	2
542	20180803	0.0	0
543	20180803	0.0	0
544	20180803	0.0	0
547	20180803	1116.0	3173
549	20180803	131.0	44
550	20180803	114.0	37
555	20180803	0.0	0
556	20180803	120.0	3
563	20180803	100.0	159
565	20180803	100.0	6
566	20180803	100.0	78
586	20180803	310.0	236
587	20180803	224.0	2449
588	20180803	677.0	3311
589	20180803	613.0	2044
592	20180803	253.0	506
593	20180803	230.0	81
594	20180803	410.0	14
595	20180803	1236.0	4185
597	20180803	310.0	138
599	20180803	493.0	3
600	20180803	0.0	0
604	20180803	1608.0	106
610	20180803	276.0	2
611	20180803	270.0	20
612	20180803	0.0	0
613	20180803	256.0	4
614	20180803	256.0	5
615	20180803	248.0	524
616	20180803	258.0	138
617	20180803	274.0	1270
618	20180803	282.0	3
619	20180803	330.0	462
620	20180803	288.0	2015
628	20180803	267.0	309
629	20180803	333.0	374
630	20180803	0.0	0
631	20180803	330.0	88
632	20180803	264.0	106
633	20180803	330.0	62
634	20180803	100.0	723
635	20180803	100.0	646
646	20180803	100.0	6
654	20180803	118.0	1104
655	20180803	100.0	628
656	20180803	200.0	87
657	20180803	0.0	0
659	20180803	450.0	1
660	20180803	588.0	1
661	20180803	450.0	1
662	20180803	0.0	0
668	20180803	210.0	3
670	20180803	190.0	2
671	20180803	160.0	22
672	20180803	105.0	6118
693	20180803	123.0	2
694	20180803	100.0	2
703	20180803	0.0	0
704	20180803	1010.0	81
705	20180803	1002.0	64
706	20180803	17298.0	243
